Query,Exit Reason
aeonmed.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: regania creations pvt ltd : Beijing Aeonmed Co., Ltd. url: https://in.linkedin.com/in/rakeshv1907"
theinductor.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President/CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/tom-gough-80b291a"
scientaenvinet.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Sales Manager, North America, Scienta Envinet : ['owner'] url: https://www.linkedin.com/in/jeff-sawyer-03a469b"
908devices.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO & Co-founder : ['owner'] url: https://www.linkedin.com/in/kjknopp
shop.lifelinecorp.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Lifeline Pharmaceuticals : Lifeline Corporation url: https://www.linkedin.com/in/rick-s-nielsen-3a50a836
Aura Medical owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Aura Medical Day Spa : Aura Medical url: https://www.linkedin.com/in/wendy-boller-94b74436
ifootagegear.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: iFootage Gear : iFootage url: https://uk.linkedin.com/in/madisonleeuk
Applied Measurements owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://www.linkedin.com/in/joe-stanford-25b857b
Rotunda Scientific Technologies owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Partner : ['owner'] url: https://www.linkedin.com/in/joe-rotunda-99b1132a
chileaf.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Bentley garden tools co Ltd : Chileaf url: https://cn.linkedin.com/in/leo-jiang-494125147/en
camranger.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: ISS Facility Services - North America : CamRanger url: https://www.linkedin.com/in/shauna-hinkson-b41964148
ckyhearingcare.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Central Ky Hearing Care, Inc : Central Kentucky Audiology url: https://www.linkedin.com/in/kim-lawless-43011138"
Lepu Medical Technology owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: VP : ['owner'] url: https://cn.linkedin.com/in/aaron-lin-7b044034
beckhoff.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://ca.linkedin.com/in/wallacecalvin"
908 Devices owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Consultant : ['owner'] url: https://www.linkedin.com/in/j-michael-ramsey-51672b4
eartronics.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Eartronics : Ear-Tronics url: https://www.linkedin.com/in/robert-hooper-a2b4ab55
Brain Vision owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Western University of Health Sciences : Brain Vision url: https://www.linkedin.com/in/dringryd
VRAY Instrument Limited owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Manager : ['owner'] url: https://cn.linkedin.com/in/goldtester
Little Machine Shop owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner'] url: https://www.linkedin.com/in/chris-wood-0917542a
ELEGOO owner site:linkedin.com/in,Works for data from Icypeas result is empty https://sg.linkedin.com/in/kevin-wang-345404b8
Chileaf owner site:linkedin.com/in,Works for data from Icypeas result is empty https://cn.linkedin.com/in/richard-hong-4b90119a
SonoHealth owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: General Manager : ['owner'] url: https://cn.linkedin.com/in/jack-lee-793617a1
d-heartcare.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Deutsches Herzzentrum der Charité (DHZC) : D-Heart url: https://de.linkedin.com/in/alessandro-faragli-4051a854
Green Lion owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: symbiotic exoterica : Green Lion url: https://ca.linkedin.com/in/j-d-kruger-4baba561
"Oaktree Products, Inc. owner site:linkedin.com/in",Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://www.linkedin.com/in/bob-kemp-279a90
gzlongest.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: GUANGZHOU BERRCOM MEDICAL DEVICE CO.,LTD : Longest url: https://cn.linkedin.com/in/victoria-liu-378961173"
samsport.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Queensberry : sam url: https://nz.linkedin.com/in/shannon-sampson-84166852
Moldex-Metric owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: . : ['owner'] url: https://www.linkedin.com/in/mark-magidson-43ba2335
greenlion.net owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Founder : ['owner'] url: https://uk.linkedin.com/in/james-williams-8074151b
darwinfpv.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: OurPCB Tech. LTD : DarwinFPV url: https://cn.linkedin.com/in/ellieyao-pcb-pcba/en
Tundra Drone owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: HEXADRONE : Tundra Drone url: https://fr.linkedin.com/in/alexandre-labesse-636410a1
ACEBOTT owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: ESC : ACEBOTT url: https://ca.linkedin.com/in/ghiath-hamsho-b9aaa466
Lety Medical owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Manager  : ['owner'] url: https://cn.linkedin.com/in/paula-li-0409b1143/en
customwireind.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Little Falls Alloys : Custom Wire Industries url: https://www.linkedin.com/in/jefflawrencecwp
integratedmedsys.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Vice President of Business Development : ['owner'] url: https://www.linkedin.com/in/bo-lanier-2a121214
photo-digitaltransitions.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Digital Transitions : Phase One url: https://www.linkedin.com/in/mark-a-oster-9a439119b
nodalninja.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: PanoSociety - 360 / VR / Nodal Ninja Panoramic Photography Online Store & Academy : Fanotec url: https://cz.linkedin.com/in/janvrsinsky
Integrated Medical Systems owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: President of Operations : ['owner'] url: https://www.linkedin.com/in/mark-pinson-8a97933a
Longest owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: GeekBox IT : Longest url: https://www.linkedin.com/in/johnlongest
Scienta Envinet owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Sr Vice President Business Development, : ['owner'] url: https://se.linkedin.com/in/ulf-sundstr%C3%B6m-93b8789"
Mud Hole owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Southern Development & Construction, Inc : Mud Hole url: https://www.linkedin.com/in/tom-mcnamara-057abb9"
Sunset Healthcare Solutions owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President/CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/christopher-slosar-4300852b"
aura-medical.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://www.linkedin.com/in/connie-lefkowitz-8b514310b
brainvision.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Founder & CEO : ['owner'] url: https://ca.linkedin.com/in/brainvision
skbcases.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: SKB Corp. : SKB Cases url: https://www.linkedin.com/in/dave-sanderson-2b6862a
MIR owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: AVJR TRUCKING INC : MIR url: https://ca.linkedin.com/in/asif-mir-64a4a1123
Major Tech Australia owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Manager : ['owner'] url: https://au.linkedin.com/in/gary-shaw-237785b2
spminstrument.us owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Technical Sales Manager : ['owner'] url: https://www.linkedin.com/in/ron-kittle-93574614
us.elegoo.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Senior PR : ['owner'] url: https://hk.linkedin.com/in/frankie-wang
CareFor owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Executive Officer : ['owner'] url: https://www.linkedin.com/in/catherinevergara
blindweight.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Incredible Visibility : Blind Weight url: https://in.linkedin.com/in/sssanal
soterixmedical.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Chief Product Officer : ['owner', 'owner'] url: https://www.linkedin.com/in/kamran-nazim-3558a389"
store.qardio.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: JTX Consulting, LLC : Qardio, Inc. url: https://www.linkedin.com/in/sarah-mcintosh-412a8538"
Bridge Diagnostics owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Founder/CEO : ['owner'] url: https://www.linkedin.com/in/jason-hansen-19441338
blackforestmotion.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Co-Founder & CEO : ['owner'] url: https://www.linkedin.com/in/patrick-ketterer-3a9971119
yalongeducation.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Project Manager : ['owner', 'owner'] url: https://cn.linkedin.com/in/krystal-cheng-636882a1"
andholon.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Holon Computing Labs : A&D HOLON url: https://www.linkedin.com/in/jemonterov
datacentresafety.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Manchett Group : Powerpoint Engineering url: https://de.linkedin.com/in/darrenmulqueen
Strive Enterprises owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://www.linkedin.com/in/marcus-brinkley-455742a
ruggedmonitoring.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Executive Vice President : ['owner', 'owner'] url: https://ca.linkedin.com/in/michel-plourde-aa10843b"
Panda Hearing owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: National Hearing Care : Panda Hearing url: https://www.linkedin.com/in/manasa-panda-b0212718
Lifeline Corporation owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Founding Partner : ['owner'] url: https://sg.linkedin.com/in/bernard-cheong-1b5223a
sam owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Brand ClickX : sam url: https://www.linkedin.com/in/sam-seo-specialist
Black Forest Motion owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: MHVP Video Solutions : Black Forest Motion url: https://de.linkedin.com/in/moritzhubercom
1updrones.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: 1UP Solutions : 1Up Aerial Drone Services url: https://www.linkedin.com/in/andy-artzer-294b5695
Sowa Tool owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Outside Sales Representative : ['owner'] url: https://ca.linkedin.com/in/jean-philippe-guerin-b6a02b49
ventevinfra.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: EF Johnson Technologies, Inc. : Ventev url: https://www.linkedin.com/in/neil-horden"
SAFETYWARE owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner', 'owner'] url: https://my.linkedin.com/in/wongkeewei"
BMR Trading owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Bureau of Middle East Recycling : BMR Trading url: https://ae.linkedin.com/in/mir-mujtaba-hussain-2804501b1
Powerpoint Engineering owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Cjp Investments Limited : Powerpoint Engineering url: https://uk.linkedin.com/in/chrispeers1
parts.hillrom.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Hospital Specialty Equipment, LLC : Hillrom url: https://www.linkedin.com/in/eddie-williams-870b4a157"
kesslercrane.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/eric-kessler-9ab54762"
VNG Medical Innovation System owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner', 'owner'] url: https://in.linkedin.com/in/naveen-ahuja-3783a8246"
tundradrone.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Télépilote drone / Formateur : ['owner'] url: https://fr.linkedin.com/in/j%C3%A9r%C3%A9mie-tondu-9b8b8329/en
scopetnm.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Chairman : ['owner', 'owner'] url: https://in.linkedin.com/in/sanjay-kulkarni-06352716"
Emotiv owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Co founder, Research and Development Manager and CTO : ['owner'] url: https://au.linkedin.com/in/geoffmackellar"
Phase One owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://ca.linkedin.com/in/phase-one-a1561998
atomos.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Operating Officer : ['owner'] url: https://au.linkedin.com/in/peter-barber
freewellgear.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: MANAGER : ['owner', 'owner'] url: https://www.linkedin.com/in/freewell-gear-323584107"
lednationusa.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Nautica House LLC : LED Nation url: https://www.linkedin.com/in/joaquin-gutierrez-20779457
"Beijing Aeonmed Co., Ltd. owner site:linkedin.com/in","Current Job Title does not Fuzzy Match target job titles: GM, International Business Unit : ['owner'] url: https://cn.linkedin.com/in/gary-wei-101b037b"
shop.inbodyusa.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: National Sales Manager, Health & Wellness : ['owner'] url: https://www.linkedin.com/in/drew-marinelli-1a018920"
KDE Direct owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/leslie-koegler-76a063169"
rotorriot.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: HackMakeMod Inc : Rotor Riot url: https://www.linkedin.com/in/chadkapper
rokinon.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: ELITE BRANDS INC. : Rokinon url: https://www.linkedin.com/in/morris-didia-ba295125
outboundpower.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Vxst.io : Outbound Power url: https://dk.linkedin.com/in/sebastian-vinther
embramedical.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Frontline Creative Studio : Embra Medical url: https://www.linkedin.com/in/jillhtaylor
aquatech.net owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Forte Fixtures & Millwork : AquaTech url: https://ca.linkedin.com/in/claudio-ciavarella-34869626
Bernell owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: bernells flooring : Bernell url: https://ca.linkedin.com/in/bernell-mclary-4163023a
blackoakled.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Director of Sales And Business Development : ['owner', 'owner'] url: https://www.linkedin.com/in/travis-amuso-1a4245234"
techledwall.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Tech Led Wall : TechLed url: https://www.linkedin.com/in/paul-onate-22a21850
jsr.co.jp owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: JSR & Company Inc : JSR Corporation url: https://www.linkedin.com/in/jeetendra-randhawa-randhawa-72b6aaba
AFL owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner'] url: https://in.linkedin.com/in/vibhor-parikh-490897117
shop.greatergoods.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://www.linkedin.com/in/store-greater-goods-aa476920
NSE LED Cloud owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: OLIVER+ : NSE LED Cloud url: https://in.linkedin.com/in/nikhilsheth
Fanotec owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://hk.linkedin.com/in/nick-fan-ab155040
b2hv.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: INFINITY Measurement Solutions Pvt Ltd  : b2 electronics url: https://in.linkedin.com/in/kaushik-jethwa-73546496
aoi-uw.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Affordable Office Interiors, dba BOS, a BOS Holdings Company : AOI LTD. url: https://www.linkedin.com/in/tony-de-almeida"
DroneBlocks owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Account Manager : ['owner'] url: https://www.linkedin.com/in/christophermancino
hingmedical.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Marketing Director : ['owner'] url: https://www.linkedin.com/in/anna-bloodpressuremonitor?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABQmAQoBn56RoqFKC39I0J0sZP0mz4ynjwM
eatechnology.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Group Chief Executive Officer : ['owner', 'owner'] url: https://uk.linkedin.com/in/robert-davis-9494b73"
Beaver Electrical owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://ca.linkedin.com/in/dave-nosella-7653b5100"
formatt-hitechusa.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: NKU Technologies : Formatt Hitech USA url: https://pk.linkedin.com/in/naeemahmadk
store.feiyu-tech.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: 富途证券 : FeiyuTech url: https://www.linkedin.com/in/feiyu-yu-8a10b912a
Stratos Precision owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Director : ['owner'] url: https://uk.linkedin.com/in/jon-caple
Powerpoint Engineering Ltd. owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner'] url: https://ie.linkedin.com/in/conorgmcgarry
BLKBRD owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Founder & Creative Head : ['owner'] url: https://in.linkedin.com/in/pradeep-singh-parihar
InBody owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Executive Officer : ['owner'] url: https://www.linkedin.com/in/harry-yun-a530b5233
us.endress.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Total Rewards Program Manager : ['owner'] url: https://www.linkedin.com/in/jonathanowen
UFP MedTech owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: UFP Technologies, Inc. : UFP MedTech url: https://www.linkedin.com/in/jbodoh"
Cimilre Breast Pumps owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner', 'owner'] url: https://www.linkedin.com/in/suzanne-vecchi-77629731"
Parrot owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Parrot Pub : Parrot url: https://www.linkedin.com/in/dan-arthur-9b0a74106
supercircuits.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: SJK Properties Ltd. : Supercircuits url: https://www.linkedin.com/in/steve-klindworth-4449b51a
T&R Test Equipment Ltd. owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: High Voltage Instruments Ltd : T&R Test Equipment Ltd. url: https://uk.linkedin.com/in/gary-biggs-b99a3a14
1Up Aerial Drone Services owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Tired Yesterday, Tired Today - Retired : ['owner'] url: https://www.linkedin.com/in/chuckadams1"
comemso.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Head of Sales / Product Manager : ['owner'] url: https://de.linkedin.com/in/anita-athanasas-864773178
Electroswitch owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Vice President : ['owner'] url: https://www.linkedin.com/in/brgregory
Total Workplace Safety owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Director of Operations : ['owner'] url: https://www.linkedin.com/in/hunter-smith-3650901b4
3CINNO owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Celerity Technologies Inc. : 3CINNO url: https://www.linkedin.com/in/xiaolin-tong-216a8558
xdthermal.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Engineer : ['owner'] url: https://cn.linkedin.com/in/nick-tang-125684175
Outbound Power owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Outbound Energy Services : Outbound Power url: https://ca.linkedin.com/in/paul-prefontaine-3101079a
"Fotodiox, Inc. owner site:linkedin.com/in",Current Job Title does not Fuzzy Match target job titles: IT Manager / Tech Support / Photographer : ['owner'] url: https://www.linkedin.com/in/dirk-becker-69ab7885
landairsea.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/karen-embs-denny-03960bb"
JMHPOWER owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: JMH POWER TRANSMISSION AND SUPPLY : JMHPOWER url: https://za.linkedin.com/in/jacob-madonsela-269511147
substation-safety.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Substation Safety by Arc Guard : Powerpoint Engineering Ltd. url: https://uk.linkedin.com/in/craigkphillips
AKASO owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Proexpress Distributor, LLC : AKASO url: https://cn.linkedin.com/in/dong-li-79346b162"
Doho Electric owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: DOHO Korea : Doho Electric url: https://kr.linkedin.com/in/jeffrey-hwang-00475955
roevisual.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner', 'owner'] url: https://www.linkedin.com/in/frank-montero-bb268810a"
excovision.net owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Zhejiang GRL Electric Co.,ltd : EXCO Vision url: https://cn.linkedin.com/in/busbar"
cardioline.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Executive Officer : ['owner'] url: https://it.linkedin.com/in/meirelesluis
edibon.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Worlddidac Association : EDIBON url: https://es.linkedin.com/in/myriam-bonilla-106a8b18
Comemso owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Einkäufer : ['owner'] url: https://de.linkedin.com/in/j%C3%BCrgen-sauter-665242176
nseledcloud.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Consultant of International Digital LED Displays  : ['owner'] url: https://cn.linkedin.com/in/coco-he-led
assing.it owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Osedea : Assing S.p.A. url: https://ca.linkedin.com/in/martin-coulombe-osedea
ECG owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: EC Group : ECG url: https://uk.linkedin.com/in/sethlmayiza
cam-do.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: CEO, Co-Founder : ['owner', 'owner'] url: https://www.linkedin.com/in/todd-mccann-7353551b"
Anamorphic Store LLC owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Gladiator Media LLC : Anamorphic Store LLC url: https://www.linkedin.com/in/joseph-berardi-1475603
Semtech Corporation owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Executive Officer : ['owner'] url: https://www.linkedin.com/in/paul-pickle-a1bbbb3
EXCO Vision owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://www.linkedin.com/in/davidreimer
Jamr Medical owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: VP - Global Business Development : ['owner'] url: https://cn.linkedin.com/in/kevin-tan-64b002ba
MIOPS owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Co-Founder & CEO : ['owner'] url: https://tr.linkedin.com/in/celik-onur
nisiopticsusa.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Head of Operations USA : ['owner', 'owner'] url: https://www.linkedin.com/in/jimreisman"
SIGMA Imaging Nordic AB owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: General Manager : ['owner'] url: https://se.linkedin.com/in/ffagerstedt
absolute-emc.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President/Engineer : ['owner', 'owner'] url: https://www.linkedin.com/in/jason-smith-02367218"
seavu.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Founder & CEO : ['owner'] url: https://au.linkedin.com/in/charlocarabott
"PARI Respiratory Equipment, Inc. owner site:linkedin.com/in",Current Job Title does not Fuzzy Match target job titles: Managing Director Nebology : ['owner'] url: https://www.linkedin.com/in/doug-schoeller-5a72608b
uobdii.com owner site:linkedin.com/in,Works for data from Icypeas result is empty https://id.linkedin.com/in/diana-diana-56043a8b
trtest.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Test IO : T&R Test Equipment Ltd. url: https://www.linkedin.com/in/tariqking
IR-EO CAMERAS & SYSTEMS owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: EO Solutions : IR-EO CAMERAS & SYSTEMS url: https://www.linkedin.com/in/brett-hokr-5abb9565
Quartz Components owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Customer Relationship Management Specialist : ['owner'] url: https://in.linkedin.com/in/sonu-varman-47550b180
Simarine owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Simarin d.o.o. : Simarine url: https://si.linkedin.com/in/igorkocman
Assing S.p.A. owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Ceo : ['owner'] url: https://it.linkedin.com/in/giselda-de-silva-18a244177
aflglobal.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: President & CEO : ['owner'] url: https://www.linkedin.com/in/jaxon-lang-a4695a8b
vacuuminterruptersinc.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Technical Applications : ['owner'] url: https://www.linkedin.com/in/thomas-ledbetter-15a40290
futuretechauto.com owner site:linkedin.com/in,Works for data from Icypeas result is empty https://www.linkedin.com/in/don-burton-150786107
enphase.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President and CEO : ['owner', 'owner'] url: https://www.linkedin.com/in/badri-kothandaraman"
Bosch Auto Parts owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Bosch USA : Bosch Auto Parts url: https://www.linkedin.com/in/chris-folger-usa
Technology Group owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Co-owner : ['owner'] url: https://www.linkedin.com/in/dave-weiss-9b06687
sigma-imaging.se owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Sigma Imaging Technologies, Inc. : SIGMA Imaging Nordic AB url: https://www.linkedin.com/in/paul-morgan-7b75b4150"
xtar.cc owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Representative : ['owner'] url: https://cn.linkedin.com/in/catharine-hu-48110a188
Belron owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: This Day : Belron url: https://uk.linkedin.com/in/gary-lubner
caseclub.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/kirk-plehn-35185570"
Xebec Deburring Technologies owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Director, North America : ['owner'] url: https://www.linkedin.com/in/brett-reeder-9732b797"
Shenzhen Proluxon Electronic owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: 国际营销总监 : ['owner'] url: https://cn.linkedin.com/in/chinadanielchen
deltakits.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Deines Trust : Delta Kits url: https://www.linkedin.com/in/brentdeines
Meike owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: New Mexico‘s INFLUENCE Magazine : Meike url: https://www.linkedin.com/in/meike-s-70077715
HYDAC owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://be.linkedin.com/in/ahmed-toumi-938829109
